PLU NO.,ITEM CODE,ENGLISH DESC,KOR DESC, ORIGIN , CATE(ENG) ,CATE(KOR),CATE(NO),LOCAL PLU,ORGANIC
1295,,ETC,ETC,, ETC ,기타,4-10-20,X,X
1296,,ETC,ETC,, ETC ,기타,4-10-20,X,X
1297,,ETC,ETC,, ETC ,기타,4-10-20,X,X
1298,,ETC,ETC,, ETC ,기타,4-10-20,X,X
1299,,ETC,ETC,, ETC ,기타,4-10-20,X,X
1300,,ETC,ETC,, ETC ,기타,4-10-20,X,X
1301,,ETC,ETC,, ETC ,기타,4-10-20,X,X
1302,,ETC,ETC,, ETC ,기타,4-10-20,X,X
1303,,ETC,ETC,, ETC ,기타,4-10-20,X,X
1304,,ETC,ETC,, ETC ,기타,4-10-20,X,X
1305,,ONION,양파,, ONION ,양파,4-10-21,11305,91305
1306,,SWEET ONION,스윗양파,, ONION ,양파,4-10-21,11306,91306
1307,,WHITE ONION,화이트양파,, ONION ,양파,4-10-21,11307,91307
1308,,WHITE JUMBO ONION,화이트점보양파,, ONION ,양파,4-10-21,11308,91308
1309,,YELLOW ONION,옐로우양파,, ONION ,양파,4-10-21,11309,91309
1310,,YELLOW JUMBO ONION,옐로우점보양파,, ONION ,양파,4-10-21,11310,91310
1311,,RED ONION,레드양파,, ONION ,양파,4-10-21,11311,91311
1312,,RED JUMBO ONION,레드점보양파,, ONION ,양파,4-10-21,11312,91312
1313,,GREEN PEARL ONION,그린펄양파,, ONION ,양파,4-10-21,11313,91313
1314,,WHITE PEARL ONION,화이트펄양파,, ONION ,양파,4-10-21,11314,91314
1315,,GOLD PEARL ONION,골드펄양파,, ONION ,양파,4-10-21,11315,91315
1316,,RED PEARL ONION,레드펄양파,, ONION ,양파,4-10-21,11316,91316
1317,,CHIPOLLINI ONION,치폴리니양파,, ONION ,양파,4-10-21,11317,91317
1318,,VIDALIA ONION,비달리아양파,, ONION ,양파,4-10-21,11318,91318
1319,,SHALLOT(PEELED),깐샬롯,, ONION ,양파,4-10-21,11319,91319
1320,,SHALLOT,샬롯,, ONION ,양파,4-10-21,11320,91320
1321,,RESERVE(ONION),RESERVE(ONION),, ONION ,양파,4-10-21,11321,91321
1322,,RESERVE(ONION),RESERVE(ONION),, ONION ,양파,4-10-21,11322,91322
1323,,RESERVE(ONION),RESERVE(ONION),, ONION ,양파,4-10-21,11323,91323
1324,,RESERVE(ONION),RESERVE(ONION),, ONION ,양파,4-10-21,11324,91324
1325,,RESERVE(ONION),RESERVE(ONION),, ONION ,양파,4-10-21,11325,91325
1326,,RESERVE(ONION),RESERVE(ONION),, ONION ,양파,4-10-21,11326,91326
1327,,RESERVE(ONION),RESERVE(ONION),, ONION ,양파,4-10-21,11327,91327
1328,,RESERVE(ONION),RESERVE(ONION),, ONION ,양파,4-10-21,11328,91328
1329,,RESERVE(ONION),RESERVE(ONION),, ONION ,양파,4-10-21,11329,91329
1330,,GARLIC,마늘,, GARLIC ,마늘,4-10-22,11330,91330
1331,,KOREAN GARLIC,한국마늘,, GARLIC ,마늘,4-10-22,11331,91331
1332,,YOUNG GARLIC,풋마늘,, GARLIC ,마늘,4-10-22,11332,91332
1333,,ELEPHANT GARLIC,왕마늘,, GARLIC ,마늘,4-10-22,11333,91333
1334,,GARLIC(PEELED),깐마늘,, GARLIC ,마늘,4-10-22,11334,91334
1335,,RESERVE(GARLIC),RESERVE(GARLIC),, GARLIC ,마늘,4-10-22,11335,91335
1336,,RESERVE(GARLIC),RESERVE(GARLIC),, GARLIC ,마늘,4-10-22,11336,91336
1337,,RESERVE(GARLIC),RESERVE(GARLIC),, GARLIC ,마늘,4-10-22,11337,91337
1338,,RESERVE(GARLIC),RESERVE(GARLIC),, GARLIC ,마늘,4-10-22,11338,91338
1339,,RESERVE(GARLIC),RESERVE(GARLIC),, GARLIC ,마늘,4-10-22,11339,91339
1340,,GINGER,생강,, GINGER ,생강,4-10-23,11340,91340
1341,,YOUNG GINGER,어린생강,, GINGER ,생강,4-10-23,11341,91341
1342,,GALANGA,갈랑가,, GINGER ,생강,4-10-23,11342,91342
1343,,TUMERIC,튜메릭,, GINGER ,생강,4-10-23,11343,91343
1344,,RESERVE(GINGER),RESERVE(GINGER),, GINGER ,생강,4-10-23,11344,91344
1345,,CELERY,샐러리,, CELERY ,샐러리,4-10-24,11345,91345
1346,,GREEN CELERY,그린샐러리,, CELERY ,샐러리,4-10-24,11346,91346
1347,,CELERY ROOT,샐러리뿌리,, CELERY ,샐러리,4-10-24,11347,91347
1348,,CHINA CELERY,중국샐러리,, CELERY ,샐러리,4-10-24,11348,91348
1349,,RESERVE(CELERY),RESERVE(CELERY),, CELERY ,샐러리,4-10-24,11349,91349
1350,,POTATO,감자,, POTATO ,감자,4-10-25,11350,91350
1351,,YELLOW POTATO,옐로우감자,, POTATO ,감자,4-10-25,11351,91351
1352,,WHITE POTATO,화이트감자,, POTATO ,감자,4-10-25,11352,91352
1353,,RED POTATO,레드감자,, POTATO ,감자,4-10-25,11353,91353
1354,,PURPLE POTATO,퍼플감자,, POTATO ,감자,4-10-25,11354,91354
1355,,BLACK POTATO,블랙감자,, POTATO ,감자,4-10-25,11355,91355
1356,,YUKON POTATO,유콘감자,, POTATO ,감자,4-10-25,11356,91356
1357,,WHITE BABY POTATO,작은화이트감자,, POTATO ,감자,4-10-25,11357,91357
1358,,YELLOW BABY POTATO,작은옐로우감자,, POTATO ,감자,4-10-25,11358,91358
1359,,RED BABY POTATO,작은레드감자,, POTATO ,감자,4-10-25,11359,91359
1360,,PURPLE BABY POTATO,작은퍼플감자,, POTATO ,감자,4-10-25,11360,91360
1361,,RUSSET POTATO,러셋감자,, POTATO ,감자,4-10-25,11361,91361
1362,,YUCA(CASSAVA),유카,, POTATO ,감자,4-10-25,11362,91362
1363,,SUNCHOKE POTATO,돼지감자,, POTATO ,감자,4-10-25,11363,91363
1364,,WATER POTATO,물감자,, POTATO ,감자,4-10-25,11364,91364
1365,,JICAMA POTATO,지카마,, POTATO ,감자,4-10-25,11365,91365
1366,,MIXED BABY POTATO,작은감자(믹스),, POTATO ,감자,4-10-25,11366,91366
1367,,RESERVE(POTATO),RESERVE(POTATO),, POTATO ,감자,4-10-25,11367,91367
1368,,RESERVE(POTATO),RESERVE(POTATO),, POTATO ,감자,4-10-25,11368,91368
1369,,RESERVE(POTATO),RESERVE(POTATO),, POTATO ,감자,4-10-25,11369,91369
1370,,STEM,줄기채소,, STEM VEGETABLE ,줄기채소,4-10-26,11370,91370
1371,,ASPARAGUS STEM,아스파라거스줄기,, STEM VEGETABLE ,줄기채소,4-10-26,11371,91371
1372,,PEA SHOOTS STEM,완두콩순줄지,, STEM VEGETABLE ,줄기채소,4-10-26,11372,91372
1373,,TARO STEM STEM,토란대,, STEM VEGETABLE ,줄기채소,4-10-26,11373,91373
1374,,BOMBOO SHOOT STEM,죽순,, STEM VEGETABLE ,줄기채소,4-10-26,11374,91374
1375,,SALICORNIA(HOMCHO) STEM,함초줄기,, STEM VEGETABLE ,줄기채소,4-10-26,11375,91375
1376,,EDIBLE SHOOTS OF A FATSIA STEM,두릅,, STEM VEGETABLE ,줄기채소,4-10-26,11376,91376
1377,,SWEET POTATO STEM STEM,고구마줄기,, STEM VEGETABLE ,줄기채소,4-10-26,11377,91377
1378,,KOREAN WATER DROPWORT STEM,한국산미나리줄기,, STEM VEGETABLE ,줄기채소,4-10-26,11378,91378
1379,,WATER DROPWORT STEM,미나리줄기,, STEM VEGETABLE ,줄기채소,4-10-26,11379,91379
1380,,FERNBRAKE STEM,고사리줄기,, STEM VEGETABLE ,줄기채소,4-10-26,11380,91380
1381,,GARLIC STEM,마늘쫑,, STEM VEGETABLE ,줄기채소,4-10-26,11381,91381
1382,,SNOW PEA TIPS,눈완두콩순,, STEM VEGETABLE ,줄기채소,4-10-26,11382,91382
1383,,RESERVE(STEM VEGETABLE),RESERVE(STEM VEGETABLE),, STEM VEGETABLE ,줄기채소,4-10-26,11383,91383
1384,,RESERVE(STEM VEGETABLE),RESERVE(STEM VEGETABLE),, STEM VEGETABLE ,줄기채소,4-10-26,11384,91384
1385,,RESERVE(STEM VEGETABLE),RESERVE(STEM VEGETABLE),, STEM VEGETABLE ,줄기채소,4-10-26,11385,91385
1386,,RESERVE(STEM VEGETABLE),RESERVE(STEM VEGETABLE),, STEM VEGETABLE ,줄기채소,4-10-26,11386,91386
1387,,RESERVE(STEM VEGETABLE),RESERVE(STEM VEGETABLE),, STEM VEGETABLE ,줄기채소,4-10-26,11387,91387
1388,,RESERVE(STEM VEGETABLE),RESERVE(STEM VEGETABLE),, STEM VEGETABLE ,줄기채소,4-10-26,11388,91388
1389,,RESERVE(STEM VEGETABLE),RESERVE(STEM VEGETABLE),, STEM VEGETABLE ,줄기채소,4-10-26,11389,91389
1390,,RESERVE(STEM VEGETABLE),RESERVE(STEM VEGETABLE),, STEM VEGETABLE ,줄기채소,4-10-26,11390,91390
1391,,RESERVE(STEM VEGETABLE),RESERVE(STEM VEGETABLE),, STEM VEGETABLE ,줄기채소,4-10-26,11391,91391
1392,,RESERVE(STEM VEGETABLE),RESERVE(STEM VEGETABLE),, STEM VEGETABLE ,줄기채소,4-10-26,11392,91392
1393,,RESERVE(STEM VEGETABLE),RESERVE(STEM VEGETABLE),, STEM VEGETABLE ,줄기채소,4-10-26,11393,91393
1394,,RESERVE(STEM VEGETABLE),RESERVE(STEM VEGETABLE),, STEM VEGETABLE ,줄기채소,4-10-26,11394,91394
1395,,RESERVE(STEM VEGETABLE),RESERVE(STEM VEGETABLE),, STEM VEGETABLE ,줄기채소,4-10-26,11395,91395
1396,,RESERVE(STEM VEGETABLE),RESERVE(STEM VEGETABLE),, STEM VEGETABLE ,줄기채소,4-10-26,11396,91396
1397,,RESERVE(STEM VEGETABLE),RESERVE(STEM VEGETABLE),, STEM VEGETABLE ,줄기채소,4-10-26,11397,91397
1398,,RESERVE(STEM VEGETABLE),RESERVE(STEM VEGETABLE),, STEM VEGETABLE ,줄기채소,4-10-26,11398,91398
1399,,RESERVE(STEM VEGETABLE),RESERVE(STEM VEGETABLE),, STEM VEGETABLE ,줄기채소,4-10-26,11399,91399
1400,,RESERVE(STEM VEGETABLE),RESERVE(STEM VEGETABLE),, STEM VEGETABLE ,줄기채소,4-10-26,11400,91400
1401,,RESERVE(STEM VEGETABLE),RESERVE(STEM VEGETABLE),, STEM VEGETABLE ,줄기채소,4-10-26,11401,91401
1402,,RESERVE(STEM VEGETABLE),RESERVE(STEM VEGETABLE),, STEM VEGETABLE ,줄기채소,4-10-26,11402,91402
1403,,RESERVE(STEM VEGETABLE),RESERVE(STEM VEGETABLE),, STEM VEGETABLE ,줄기채소,4-10-26,11403,91403
1404,,RESERVE(STEM VEGETABLE),RESERVE(STEM VEGETABLE),, STEM VEGETABLE ,줄기채소,4-10-26,11404,91404
1405,,RESERVE(STEM VEGETABLE),RESERVE(STEM VEGETABLE),, STEM VEGETABLE ,줄기채소,4-10-26,11405,91405
1406,,RESERVE(STEM VEGETABLE),RESERVE(STEM VEGETABLE),, STEM VEGETABLE ,줄기채소,4-10-26,11406,91406
1407,,RESERVE(STEM VEGETABLE),RESERVE(STEM VEGETABLE),, STEM VEGETABLE ,줄기채소,4-10-26,11407,91407
1408,,RESERVE(STEM VEGETABLE),RESERVE(STEM VEGETABLE),, STEM VEGETABLE ,줄기채소,4-10-26,11408,91408
1409,,RESERVE(STEM VEGETABLE),RESERVE(STEM VEGETABLE),, STEM VEGETABLE ,줄기채소,4-10-26,11409,91409
1410,,ETC,ETC,, ETC ,기타,4-10-27,X,X
1411,,ETC,ETC,, ETC ,기타,4-10-27,X,X
1412,,ETC,ETC,, ETC ,기타,4-10-27,X,X
1413,,ETC,ETC,, ETC ,기타,4-10-27,X,X
1414,,ETC,ETC,, ETC ,기타,4-10-27,X,X
1415,,ETC,ETC,, ETC ,기타,4-10-27,X,X
1416,,ETC,ETC,, ETC ,기타,4-10-27,X,X
1417,,ETC,ETC,, ETC ,기타,4-10-27,X,X
1418,,ETC,ETC,, ETC ,기타,4-10-27,X,X
1419,,ETC,ETC,, ETC ,기타,4-10-27,X,X
1420,,ETC,ETC,, ETC ,기타,4-10-27,X,X
1421,,ETC,ETC,, ETC ,기타,4-10-27,X,X
1422,,ETC,ETC,, ETC ,기타,4-10-27,X,X
1423,,ETC,ETC,, ETC ,기타,4-10-27,X,X
1424,,ETC,ETC,, ETC ,기타,4-10-27,X,X
1425,,SWEET POTATO,고구마,, SWEET POTATO ,고구마,4-10-28,11425,91425
1426,,YELLOW SWEET POTATO,옐로우고구마,, SWEET POTATO ,고구마,4-10-28,11426,91426
1427,,KOREAN SWEET POTATO,한국고구마,, SWEET POTATO ,고구마,4-10-28,11427,91427
1428,,JAPANESE SWEET POTATO,일본고구마,, SWEET POTATO ,고구마,4-10-28,11428,91428
1429,,WHITE SWEET POTATO,화이트고구마,, SWEET POTATO ,고구마,4-10-28,11429,91429
1430,,RED SWEET POTATO,레드고구마,, SWEET POTATO ,고구마,4-10-28,11430,91430
1431,,PURPLE SWEET POTATO,퍼플고구마,, SWEET POTATO ,고구마,4-10-28,11431,91431
1432,,PUMPKIN SWEET POTATO,호박고구마,, SWEET POTATO ,고구마,4-10-28,11432,91432
1433,,RESERVE(SWEET POTATO),RESERVE(SWEET POTATO),, SWEET POTATO ,고구마,4-10-28,11433,91433
1434,,RESERVE(SWEET POTATO),RESERVE(SWEET POTATO),, SWEET POTATO ,고구마,4-10-28,11434,91434
1435,,RESERVE(SWEET POTATO),RESERVE(SWEET POTATO),, SWEET POTATO ,고구마,4-10-28,11435,91435
1436,,RESERVE(SWEET POTATO),RESERVE(SWEET POTATO),, SWEET POTATO ,고구마,4-10-28,11436,91436
1437,,RESERVE(SWEET POTATO),RESERVE(SWEET POTATO),, SWEET POTATO ,고구마,4-10-28,11437,91437
1438,,RESERVE(SWEET POTATO),RESERVE(SWEET POTATO),, SWEET POTATO ,고구마,4-10-28,11438,91438
1439,,RESERVE(SWEET POTATO),RESERVE(SWEET POTATO),, SWEET POTATO ,고구마,4-10-28,11439,91439
1440,,YAM,얌,, YAM ,얌,4-10-29,11440,91440
1441,,WHITE YAM,하이트얌,, YAM ,얌,4-10-29,11441,91441
1442,,RED YAM,레드얌,, YAM ,얌,4-10-29,11442,91442
1443,,PURPLE YAM,퍼플얌,, YAM ,얌,4-10-29,11443,91443
1444,,RESERVE(YAM),RESERVE(YAM),, YAM ,얌,4-10-29,11444,91444
1445,,NAGAIMO,나가이모,, NAGAIMO ,마,4-10-30,11445,91445
1446,,WHITE NAGAIMO,화이트나가이모,, NAGAIMO ,마,4-10-30,11446,91446
1447,,CHINESE NAGAIMO,중국나가이모,, NAGAIMO ,마,4-10-30,11447,91447
1448,,RESERVE(NAGAIMO),RESERVE(NAGAIMO),, NAGAIMO ,마,4-10-30,11448,91448
1449,,RESERVE(NAGAIMO),RESERVE(NAGAIMO),, NAGAIMO ,마,4-10-30,11449,91449
1450,,CARROT,당근,, CARROT ,당근,4-10-31,11450,91450
1451,,CARROT,당근,, CARROT ,당근,4-10-31,11451,91451
1452,,JUMBO CARROT,점보당근,, CARROT ,당근,4-10-31,11452,91452
1453,,WHITE CARROT,화이트당근,, CARROT ,당근,4-10-31,11453,91453
1454,,YELLOW CARROT,옐로우당근,, CARROT ,당근,4-10-31,11454,91454
1455,,BUNCH CARROT,당근묶음,, CARROT ,당근,4-10-31,11455,91455
1456,,MIXED BUNCH CARROT,당근묶음(믹스),, CARROT ,당근,4-10-31,11456,91456
1457,,RESERVE(CARROT),RESERVE(CARROT),, CARROT ,당근,4-10-31,11457,91457
1458,,RESERVE(CARROT),RESERVE(CARROT),, CARROT ,당근,4-10-31,11458,91458
1459,,RESERVE(CARROT),RESERVE(CARROT),, CARROT ,당근,4-10-31,11459,91459
1460,,GOBO,우엉,, GOBO ,우엉,4-10-32,11460,91460
1461,,KOREAN GOBO,한국우엉,, GOBO ,우엉,4-10-32,11461,91461
1462,,TAIWAN GOBO,대만우엉,, GOBO ,우엉,4-10-32,11462,91462
1463,,RESERVE(GOBO),RESERVE(GOBO),, GOBO ,우엉,4-10-32,11463,91463
1464,,RESERVE(GOBO),RESERVE(GOBO),, GOBO ,우엉,4-10-32,11464,91464
1465,,RADISH,무우,, RADISH ,무우,4-10-33,11465,91465
1466,,GREEN RADISH,그린무우,, RADISH ,무우,4-10-33,11466,91466
1467,,KOREAN RADISH,한국무우(LA),, RADISH ,무우,4-10-33,11467,91467
1468,,JEJU RADISH,제주무우,, RADISH ,무우,4-10-33,11468,91468
1469,,LOBOK RADISH,로복무우,, RADISH ,무우,4-10-33,11469,91469
1470,,RED LOBOK RADISH,레드로복무우,, RADISH ,무우,4-10-33,11470,91470
1471,,PURPLE LOBOK RADISH,퍼플로복무우,, RADISH ,무우,4-10-33,11471,91471
1472,,GREEN LOBOK RASIDH,그린로복무우,, RADISH ,무우,4-10-33,11472,91472
1473,,CELLO RED RADISH,레드셀로무우,, RADISH ,무우,4-10-33,11473,91473
1474,,CELLO RED RADISH(BUNCH),레드셀로무우묶음,, RADISH ,무우,4-10-33,11474,91474
1475,,HORSE RADISH,홀스무우,, RADISH ,무우,4-10-33,11475,91475
1476,,EASTER EGG RADISH,이스터에그무우,, RADISH ,무우,4-10-33,11476,91476
1477,,BLACK RADISH,블랙무우,, RADISH ,무우,4-10-33,11477,91477
1478,,WATERMELON RADISH,수박무우,, RADISH ,무우,4-10-33,11478,91478
1479,,RADISH WITH LEAVES,동치미무우, LA , RADISH ,무우,4-10-33,11479,91479
1480,,BABY RADISH,열무, LA , RADISH ,무우,4-10-33,11480,91480
1481,,YOUNG RADISH,총각무, LA , RADISH ,무우,4-10-33,11481,91481
1482,,DAIKON RADISH,다이콘무우,, RADISH ,무우,4-10-33,11482,91482
1483,,RESERVE(RADISH),RESERVE(RADISH),, RADISH ,무우,4-10-33,11483,91483
1484,,RESERVE(RADISH),RESERVE(RADISH),, RADISH ,무우,4-10-33,11484,91484
1485,,BEET,비트,, BEET ,비트,4-10-34,11485,91485
1486,,RED BEET,레드비트,, BEET ,비트,4-10-34,11486,91486
1487,,GOLD BEET,골드비트,, BEET ,비트,4-10-34,11487,91487
1488,,RED BEET BUNCH,레드비트묶음,, BEET ,비트,4-10-34,11488,91488
1489,,RESERVE(BEET),RESERVE(BEET),, BEET ,비트,4-10-34,11489,91489
1490,,KOHLRABI,콜라비,, KOHLRABI ,콜라비,4-10-35,11490,91490
1491,,GREEN KOHLRABI,그린콜라비,, KOHLRABI ,콜라비,4-10-35,11491,91491
1492,,GREEN KOHLRABI(BUNCH),콜라비묶음,, KOHLRABI ,콜라비,4-10-35,11492,91492
1493,,RED KOHLRABI,레드콜라비,, KOHLRABI ,콜라비,4-10-35,11493,91493
1494,,RED KOHLRABI(BUNCH),레드콜라비묶음,, KOHLRABI ,콜라비,4-10-35,11494,91494
1495,,PURPLE KOHLRABI,퍼플콜라비,, KOHLRABI ,콜라비,4-10-35,11495,91495
1496,,RESERVE(KOHLRABI),RESERVE(KOHLRABI),, KOHLRABI ,콜라비,4-10-35,11496,91496
1497,,RESERVE(KOHLRABI),RESERVE(KOHLRABI),, KOHLRABI ,콜라비,4-10-35,11497,91497
1498,,RESERVE(KOHLRABI),RESERVE(KOHLRABI),, KOHLRABI ,콜라비,4-10-35,11498,91498
1499,,RESERVE(KOHLRABI),RESERVE(KOHLRABI),, KOHLRABI ,콜라비,4-10-35,11499,91499
1500,,TURNIP,순무,, TURNIP ,순무,4-10-36,11500,91500
1501,,GREEN TURNIP,그린순무,, TURNIP ,순무,4-10-36,11501,91501
1502,,GREEN TURNIP(BUNCH),그린순무묶음,, TURNIP ,순무,4-10-36,11502,91502
1503,,WHITE TURNIP,화이트순무,, TURNIP ,순무,4-10-36,11503,91503
1504,,YELLOW TURNIP,옐로우순무,, TURNIP ,순무,4-10-36,11504,91504
1505,,RED TURNIP,레드순무,, TURNIP ,순무,4-10-36,11505,91505
1506,,WAX TURNIP,왁스순무,, TURNIP ,순무,4-10-36,11506,91506
1507,,RESERVE(TURNIP),RESERVE(TURNIP),, TURNIP ,순무,4-10-36,11507,91507
1508,,RESERVE(TURNIP),RESERVE(TURNIP),, TURNIP ,순무,4-10-36,11508,91508
1509,,RESERVE(TURNIP),RESERVE(TURNIP),, TURNIP ,순무,4-10-36,11509,91509
1510,,ROOT,뿌리채소,, ROOT VEGETABLE ,뿌리채소,4-10-37,11510,91510
1511,,LOTUS ROOT,연근,, ROOT VEGETABLE ,뿌리채소,4-10-37,11511,91511
1512,,PARSNIP ROOT,파스닙뿌리,, ROOT VEGETABLE ,뿌리채소,4-10-37,11512,91512
1513,,GINSENG ROOT,인삼뿌리,, ROOT VEGETABLE ,뿌리채소,4-10-37,11513,91513
1514,,ASPARAGUS ROOT,아스파라거스뿌리,, ROOT VEGETABLE ,뿌리채소,4-10-37,11514,91514
1515,,SHEPHERD'S PURSE ROOT,냉이뿌리,, ROOT VEGETABLE ,뿌리채소,4-10-37,11515,91515
1516,,GINSENG,인삼,, ROOT VEGETABLE ,뿌리채소,4-10-37,11516,91516
1517,,BELLFLOWER ROOT,도라지,, ROOT VEGETABLE ,뿌리채소,4-10-37,11517,91517
1518,,ARROW ROOT ROOT,칡,, ROOT VEGETABLE ,뿌리채소,4-10-37,11518,91518
1519,,CODONOPSIS LANCEOLATA ROOT,더덕,, ROOT VEGETABLE ,뿌리채소,4-10-37,11519,91519
1520,,SMALL TARO,작은토란,, ROOT VEGETABLE ,뿌리채소,4-10-37,11520,91520
1521,,TARO,토란,, ROOT VEGETABLE ,뿌리채소,4-10-37,11521,91521
1522,,PEELED TARO,깐토란,, ROOT VEGETABLE ,뿌리채소,4-10-37,11522,91522
1523,,MALANGA,말랑가뿌리,, ROOT VEGETABLE ,뿌리채소,4-10-37,11523,91523
1524,,YAMPI ROOT,양피뿌리,, ROOT VEGETABLE ,뿌리채소,4-10-37,11524,91524
1525,,NAME ROOT,얌뿌리,, ROOT VEGETABLE ,뿌리채소,4-10-37,11525,91525
1526,,RESERVE(ROOT VEGETABLE),RESERVE(ROOT VEGETABLE),, ROOT VEGETABLE ,뿌리채소,4-10-37,11526,91526
1527,,RESERVE(ROOT VEGETABLE),RESERVE(ROOT VEGETABLE),, ROOT VEGETABLE ,뿌리채소,4-10-37,11527,91527
1528,,RESERVE(ROOT VEGETABLE),RESERVE(ROOT VEGETABLE),, ROOT VEGETABLE ,뿌리채소,4-10-37,11528,91528
1529,,RESERVE(ROOT VEGETABLE),RESERVE(ROOT VEGETABLE),, ROOT VEGETABLE ,뿌리채소,4-10-37,11529,91529
1530,,RESERVE(ROOT VEGETABLE),RESERVE(ROOT VEGETABLE),, ROOT VEGETABLE ,뿌리채소,4-10-37,11530,91530
1531,,RESERVE(ROOT VEGETABLE),RESERVE(ROOT VEGETABLE),, ROOT VEGETABLE ,뿌리채소,4-10-37,11531,91531
1532,,RESERVE(ROOT VEGETABLE),RESERVE(ROOT VEGETABLE),, ROOT VEGETABLE ,뿌리채소,4-10-37,11532,91532
1533,,RESERVE(ROOT VEGETABLE),RESERVE(ROOT VEGETABLE),, ROOT VEGETABLE ,뿌리채소,4-10-37,11533,91533
1534,,RESERVE(ROOT VEGETABLE),RESERVE(ROOT VEGETABLE),, ROOT VEGETABLE ,뿌리채소,4-10-37,11534,91534
1535,,RESERVE(ROOT VEGETABLE),RESERVE(ROOT VEGETABLE),, ROOT VEGETABLE ,뿌리채소,4-10-37,11535,91535
1536,,RESERVE(ROOT VEGETABLE),RESERVE(ROOT VEGETABLE),, ROOT VEGETABLE ,뿌리채소,4-10-37,11536,91536
1537,,RESERVE(ROOT VEGETABLE),RESERVE(ROOT VEGETABLE),, ROOT VEGETABLE ,뿌리채소,4-10-37,11537,91537
1538,,RESERVE(ROOT VEGETABLE),RESERVE(ROOT VEGETABLE),, ROOT VEGETABLE ,뿌리채소,4-10-37,11538,91538
1539,,RESERVE(ROOT VEGETABLE),RESERVE(ROOT VEGETABLE),, ROOT VEGETABLE ,뿌리채소,4-10-37,11539,91539
1540,,RESERVE(ROOT VEGETABLE),RESERVE(ROOT VEGETABLE),, ROOT VEGETABLE ,뿌리채소,4-10-37,11540,91540
1541,,RESERVE(ROOT VEGETABLE),RESERVE(ROOT VEGETABLE),, ROOT VEGETABLE ,뿌리채소,4-10-37,11541,91541
1542,,RESERVE(ROOT VEGETABLE),RESERVE(ROOT VEGETABLE),, ROOT VEGETABLE ,뿌리채소,4-10-37,11542,91542
1543,,RESERVE(ROOT VEGETABLE),RESERVE(ROOT VEGETABLE),, ROOT VEGETABLE ,뿌리채소,4-10-37,11543,91543
1544,,RESERVE(ROOT VEGETABLE),RESERVE(ROOT VEGETABLE),, ROOT VEGETABLE ,뿌리채소,4-10-37,11544,91544
1545,,RESERVE(ROOT VEGETABLE),RESERVE(ROOT VEGETABLE),, ROOT VEGETABLE ,뿌리채소,4-10-37,11545,91545
1546,,RESERVE(ROOT VEGETABLE),RESERVE(ROOT VEGETABLE),, ROOT VEGETABLE ,뿌리채소,4-10-37,11546,91546
1547,,RESERVE(ROOT VEGETABLE),RESERVE(ROOT VEGETABLE),, ROOT VEGETABLE ,뿌리채소,4-10-37,11547,91547
1548,,RESERVE(ROOT VEGETABLE),RESERVE(ROOT VEGETABLE),, ROOT VEGETABLE ,뿌리채소,4-10-37,11548,91548
1549,,RESERVE(ROOT VEGETABLE),RESERVE(ROOT VEGETABLE),, ROOT VEGETABLE ,뿌리채소,4-10-37,11549,91549
1550,,ETC,ETC,, ETC ,기타,4-10-38,X,X
1551,,ETC,ETC,, ETC ,기타,4-10-38,X,X
1552,,ETC,ETC,, ETC ,기타,4-10-38,X,X
1553,,ETC,ETC,, ETC ,기타,4-10-38,X,X
1554,,ETC,ETC,, ETC ,기타,4-10-38,X,X
1555,,ETC,ETC,, ETC ,기타,4-10-38,X,X
1556,,ETC,ETC,, ETC ,기타,4-10-38,X,X
1557,,ETC,ETC,, ETC ,기타,4-10-38,X,X
1558,,ETC,ETC,, ETC ,기타,4-10-38,X,X
1559,,ETC,ETC,, ETC ,기타,4-10-38,X,X
1560,,ETC,ETC,, ETC ,기타,4-10-38,X,X
1561,,ETC,ETC,, ETC ,기타,4-10-38,X,X
1562,,ETC,ETC,, ETC ,기타,4-10-38,X,X
1563,,ETC,ETC,, ETC ,기타,4-10-38,X,X
1564,,ETC,ETC,, ETC ,기타,4-10-38,X,X
1565,,EGGPLANT,가지,, EGGPLANT ,가지,4-10-39,11565,91565
1566,,AMERICAN EGGPLANT,미국가지,, EGGPLANT ,가지,4-10-39,11566,91566
1567,,JAPANESE EGGPLANT,일본가지,, EGGPLANT ,가지,4-10-39,11567,91567
1568,,CHINESE EGGPLANT,중국가지,, EGGPLANT ,가지,4-10-39,11568,91568
1569,,THAI GREEN EGGPLANT,태국그린가지,, EGGPLANT ,가지,4-10-39,11569,91569
1570,,THAI WHITE EGGPLANT,태국흰가지,, EGGPLANT ,가지,4-10-39,11570,91570
1571,,PHILIPHINE EGGPLANT,필리핀가지,, EGGPLANT ,가지,4-10-39,11571,91571
1572,,ITALIAN EGGPLANT,이탈리안가지,, EGGPLANT ,가지,4-10-39,11572,91572
1573,,PURPLE EGGPLANT,퍼플가지,, EGGPLANT ,가지,4-10-39,11573,91573
1574,,GREEN EGGPLANT,그린가지,, EGGPLANT ,가지,4-10-39,11574,91574
1575,,WHITE EGGPLANT,화이트가지,, EGGPLANT ,가지,4-10-39,11575,91575
1576,,INDIAN EGGPLANT,인디안가지,, EGGPLANT ,가지,4-10-39,11576,91576
1577,,GRAFFITI EGGPLANT,그래피티가지,, EGGPLANT ,가지,4-10-39,11577,91577
