PLU NO.,ITEM CODE,ENGLISH DESC,KOR DESC, ORIGIN , CATE(ENG) ,CATE(KOR),CATE(NO),LOCAL PLU,ORGANIC
2148,,ETC,ETC,, ETC ,기타,4-20-05,X,X
2149,,ETC,ETC,, ETC ,기타,4-20-05,X,X
2150,,PERSIMMON,단감,, PERSIMMON ,감,4-20-06,12150,92150
2151,,FUYU PERSIMMON,후유단감,, PERSIMMON ,감,4-20-06,12151,92151
2152,,CHOCOLATE PERSIMMON,초콜릿감,, PERSIMMON ,감,4-20-06,12152,92152
2153,,SHARON PERSIMMON,샤론감,, PERSIMMON ,감,4-20-06,12153,92153
2154,,VANILLA PERSIMMON,바닐라감,, PERSIMMON ,감,4-20-06,12154,92154
2155,,YUBA PERSIMMON,유바감,, PERSIMMON ,감,4-20-06,12155,92155
2156,,HACHIYA PERSIMMON,하치야감(홍시),, PERSIMMON ,감,4-20-06,12156,92156
2157,,RESERVE(PERSIMMON),RESERVE(PERSIMMON),, PERSIMMON ,감,4-20-06,12157,92157
2158,,RESERVE(PERSIMMON),RESERVE(PERSIMMON),, PERSIMMON ,감,4-20-06,12158,92158
2159,,RESERVE(PERSIMMON),RESERVE(PERSIMMON),, PERSIMMON ,감,4-20-06,12159,92159
2160,,RESERVE(PERSIMMON),RESERVE(PERSIMMON),, PERSIMMON ,감,4-20-06,12160,92160
2161,,RESERVE(PERSIMMON),RESERVE(PERSIMMON),, PERSIMMON ,감,4-20-06,12161,92161
2162,,RESERVE(PERSIMMON),RESERVE(PERSIMMON),, PERSIMMON ,감,4-20-06,12162,92162
2163,,RESERVE(PERSIMMON),RESERVE(PERSIMMON),, PERSIMMON ,감,4-20-06,12163,92163
2164,,RESERVE(PERSIMMON),RESERVE(PERSIMMON),, PERSIMMON ,감,4-20-06,12164,92164
2165,,MANDARIN,만다린,, MANDARIN ,만다린,4-20-07,12165,92165
2166,,BLUE JAY MANDARIN,블루제이만다린,, MANDARIN ,만다린,4-20-07,12166,92166
2167,,SUMO MANDARIN,수모만다린,, MANDARIN ,만다린,4-20-07,12167,92167
2168,,ORRI MANDARIN,오리만다린,, MANDARIN ,만다린,4-20-07,12168,92168
2169,,GOLD NUGGET MANDARIN,골드너겟만다린,, MANDARIN ,만다린,4-20-07,12169,92169
2170,,NOVA MANDARIN,노바만다린,, MANDARIN ,만다린,4-20-07,12170,92170
2171,,PAGE MANDARIN,페이지만다린,, MANDARIN ,만다린,4-20-07,12171,92171
2172,,MURCOTT MANDARIN,멀콧만다린,, MANDARIN ,만다린,4-20-07,12172,92172
2173,,WOGAN MANDARIN,워곤만다린,, MANDARIN ,만다린,4-20-07,12173,92173
2174,,JEJU MANDARIN,제주만다린,, MANDARIN ,만다린,4-20-07,12174,92174
2175,,YOSEMITE MANDARIN,요세미티만다린,, MANDARIN ,만다린,4-20-07,12175,92175
2176,,SATSUMA MANDARIN,사스마만다린,, MANDARIN ,만다린,4-20-07,12176,92176
2177,,DAISY MANDARIN,데이지만다린,, MANDARIN ,만다린,4-20-07,12177,92177
2178,,RUBY TANGO MANDARIN,루비탱고만다린,, MANDARIN ,만다린,4-20-07,12178,92178
2179,,MADARIN W/STEM & LEAF,줄기만다린,, MANDARIN ,만다린,4-20-07,12179,92179
2180,,DEKOPON MANDARIN,한라봉,, MANDARIN ,만다린,4-20-07,12180,92180
2181,,SHASTA GOLD MANDARIN,샤스타골드만다린,, MANDARIN ,만다린,4-20-07,12181,92181
2182,,CUTY MANDARIN,큐티만다린,, MANDARIN ,만다린,4-20-07,12182,92182
2183,,RESERVE(MANDARIN),RESERVE(MANDARIN),, MANDARIN ,만다린,4-20-07,12183,92183
2184,,RESERVE(MANDARIN),RESERVE(MANDARIN),, MANDARIN ,만다린,4-20-07,12184,92184
2185,,RESERVE(MANDARIN),RESERVE(MANDARIN),, MANDARIN ,만다린,4-20-07,12185,92185
2186,,RESERVE(MANDARIN),RESERVE(MANDARIN),, MANDARIN ,만다린,4-20-07,12186,92186
2187,,RESERVE(MANDARIN),RESERVE(MANDARIN),, MANDARIN ,만다린,4-20-07,12187,92187
2188,,RESERVE(MANDARIN),RESERVE(MANDARIN),, MANDARIN ,만다린,4-20-07,12188,92188
2189,,RESERVE(MANDARIN),RESERVE(MANDARIN),, MANDARIN ,만다린,4-20-07,12189,92189
2190,,TANGERINE,텐저린,, TANGERINE ,텐저린,4-20-08,12190,92190
2191,,HONEY TANGERINE,허니텐저린,, TANGERINE ,텐저린,4-20-08,12191,92191
2192,,ORTANIQUE TANGERINE,오타니크텐저린,, TANGERINE ,텐저린,4-20-08,12192,92192
2193,,CLEMENTINE TANGERINE,클레멘타인텐저린,, TANGERINE ,텐저린,4-20-08,12193,92193
2194,,MINNEOLA TANGERINE,미네올라텐저린,, TANGERINE ,텐저린,4-20-08,12194,92194
2195,,MINNEOLA HONEYBELL TANGERINE,미네올라허니벨텐저린,, TANGERINE ,텐저린,4-20-08,12195,92195
2196,,FALLGLO TANGERINE,폴글로텐저린,, TANGERINE ,텐저린,4-20-08,12196,92196
2197,,FAIRCHILD TANGERINE,페어차일드텐저린,, TANGERINE ,텐저린,4-20-08,12197,92197
2198,,RESERVE(TANGERINE),RESERVE(TANGERINE),, TANGERINE ,텐저린,4-20-08,12198,92198
2199,,RESERVE(TANGERINE),RESERVE(TANGERINE),, TANGERINE ,텐저린,4-20-08,12199,92199
2200,,RESERVE(TANGERINE),RESERVE(TANGERINE),, TANGERINE ,텐저린,4-20-08,12200,92200
2201,,RESERVE(TANGERINE),RESERVE(TANGERINE),, TANGERINE ,텐저린,4-20-08,12201,92201
2202,,RESERVE(TANGERINE),RESERVE(TANGERINE),, TANGERINE ,텐저린,4-20-08,12202,92202
2203,,RESERVE(TANGERINE),RESERVE(TANGERINE),, TANGERINE ,텐저린,4-20-08,12203,92203
2204,,RESERVE(TANGERINE),RESERVE(TANGERINE),, TANGERINE ,텐저린,4-20-08,12204,92204
2205,,RESERVE(TANGERINE),RESERVE(TANGERINE),, TANGERINE ,텐저린,4-20-08,12205,92205
2206,,RESERVE(TANGERINE),RESERVE(TANGERINE),, TANGERINE ,텐저린,4-20-08,12206,92206
2207,,RESERVE(TANGERINE),RESERVE(TANGERINE),, TANGERINE ,텐저린,4-20-08,12207,92207
2208,,RESERVE(TANGERINE),RESERVE(TANGERINE),, TANGERINE ,텐저린,4-20-08,12208,92208
2209,,RESERVE(TANGERINE),RESERVE(TANGERINE),, TANGERINE ,텐저린,4-20-08,12209,92209
2210,,RESERVE(TANGERINE),RESERVE(TANGERINE),, TANGERINE ,텐저린,4-20-08,12210,92210
2211,,RESERVE(TANGERINE),RESERVE(TANGERINE),, TANGERINE ,텐저린,4-20-08,12211,92211
2212,,RESERVE(TANGERINE),RESERVE(TANGERINE),, TANGERINE ,텐저린,4-20-08,12212,92212
2213,,RESERVE(TANGERINE),RESERVE(TANGERINE),, TANGERINE ,텐저린,4-20-08,12213,92213
2214,,RESERVE(TANGERINE),RESERVE(TANGERINE),, TANGERINE ,텐저린,4-20-08,12214,92214
2215,,ORANGE,오렌지,, ORANGE ,오렌지,4-20-09,12215,92215
2216,,NAVEL ORANGE,네이블오렌지,, ORANGE ,오렌지,4-20-09,12216,92216
2217,,BLUEJAY NAVEL ORANGE,블루제이네이블오렌지,, ORANGE ,오렌지,4-20-09,12217,92217
2218,,HEIRLOOM NAVEL ORANGE,헤일룸네이블오렌지,, ORANGE ,오렌지,4-20-09,12218,92218
2219,,VALENCIA ORANGE,발렌시아오렌지,, ORANGE ,오렌지,4-20-09,12219,92219
2220,,BLOOD ORANGE,블러드오렌지,, ORANGE ,오렌지,4-20-09,12220,92220
2221,,CARACARA ORANGE,카라카라오렌지,, ORANGE ,오렌지,4-20-09,12221,92221
2222,,TEXAS SWEET ORANGE,텍사스스윗오렌지,, ORANGE ,오렌지,4-20-09,12222,92222
2223,,MINEOLA ORANGE,미네올라오렌지,, ORANGE ,오렌지,4-20-09,12223,92223
2224,,SONG HAI NAVEL ORANGE,송하이네이블오렌지,, ORANGE ,오렌지,4-20-09,12224,92224
2225,,RESERVE(ORANGE),RESERVE(ORANGE),, ORANGE ,오렌지,4-20-09,12225,92225
2226,,RESERVE(ORANGE),RESERVE(ORANGE),, ORANGE ,오렌지,4-20-09,12226,92226
2227,,RESERVE(ORANGE),RESERVE(ORANGE),, ORANGE ,오렌지,4-20-09,12227,92227
2228,,RESERVE(ORANGE),RESERVE(ORANGE),, ORANGE ,오렌지,4-20-09,12228,92228
2229,,RESERVE(ORANGE),RESERVE(ORANGE),, ORANGE ,오렌지,4-20-09,12229,92229
2230,,RESERVE(ORANGE),RESERVE(ORANGE),, ORANGE ,오렌지,4-20-09,12230,92230
2231,,RESERVE(ORANGE),RESERVE(ORANGE),, ORANGE ,오렌지,4-20-09,12231,92231
2232,,RESERVE(ORANGE),RESERVE(ORANGE),, ORANGE ,오렌지,4-20-09,12232,92232
2233,,RESERVE(ORANGE),RESERVE(ORANGE),, ORANGE ,오렌지,4-20-09,12233,92233
2234,,RESERVE(ORANGE),RESERVE(ORANGE),, ORANGE ,오렌지,4-20-09,12234,92234
2235,,RESERVE(ORANGE),RESERVE(ORANGE),, ORANGE ,오렌지,4-20-09,12235,92235
2236,,RESERVE(ORANGE),RESERVE(ORANGE),, ORANGE ,오렌지,4-20-09,12236,92236
2237,,RESERVE(ORANGE),RESERVE(ORANGE),, ORANGE ,오렌지,4-20-09,12237,92237
2238,,RESERVE(ORANGE),RESERVE(ORANGE),, ORANGE ,오렌지,4-20-09,12238,92238
2239,,RESERVE(ORANGE),RESERVE(ORANGE),, ORANGE ,오렌지,4-20-09,12239,92239
2240,,GRAPEFRUIT,자몽,, GRAPEFRUIT ,자몽,4-20-10,12240,92240
2241,,RED GRAPEFRUIT,레드자몽,, GRAPEFRUIT ,자몽,4-20-10,12241,92241
2242,,WHITE GRAPEFRUIT,화이트자몽,, GRAPEFRUIT ,자몽,4-20-10,12242,92242
2243,,PINK GRAPEFRUIT,핑크자몽,, GRAPEFRUIT ,자몽,4-20-10,12243,92243
2244,,MELOGOLD GRAPEFRUIT,멜로골드자몽,, GRAPEFRUIT ,자몽,4-20-10,12244,92244
2245,,ORO BLANCO GRAPEFRUIT,오로블랑코자몽,, GRAPEFRUIT ,자몽,4-20-10,12245,92245
2246,,STAR RUBY GRAPEFRUIT,스타루비자몽,, GRAPEFRUIT ,자몽,4-20-10,12246,92246
2247,,RUBY GRAPEFRUIT,루비자몽,, GRAPEFRUIT ,자몽,4-20-10,12247,92247
2248,,COCKTAIL GRAPEFRUIT,칵테일자몽,, GRAPEFRUIT ,자몽,4-20-10,12248,92248
2249,,RESERVE(GRAPEFRUIT),RESERVE(GRAPEFRUIT),, GRAPEFRUIT ,자몽,4-20-10,12249,92249
2250,,RESERVE(GRAPEFRUIT),RESERVE(GRAPEFRUIT),, GRAPEFRUIT ,자몽,4-20-10,12250,92250
2251,,RESERVE(GRAPEFRUIT),RESERVE(GRAPEFRUIT),, GRAPEFRUIT ,자몽,4-20-10,12251,92251
2252,,RESERVE(GRAPEFRUIT),RESERVE(GRAPEFRUIT),, GRAPEFRUIT ,자몽,4-20-10,12252,92252
2253,,RESERVE(GRAPEFRUIT),RESERVE(GRAPEFRUIT),, GRAPEFRUIT ,자몽,4-20-10,12253,92253
2254,,RESERVE(GRAPEFRUIT),RESERVE(GRAPEFRUIT),, GRAPEFRUIT ,자몽,4-20-10,12254,92254
2255,,POMELO,포멜로,, POMELO ,포멜로,4-20-11,12255,92255
2256,,GREEN POMELO,그린포멜로,, POMELO ,포멜로,4-20-11,12256,92256
2257,,RED POMELO,레드포멜로,, POMELO ,포멜로,4-20-11,12257,92257
2258,,HONEY POMELO,허니포멜로,, POMELO ,포멜로,4-20-11,12258,92258
2259,,RUBY POMELO,루비포멜로,, POMELO ,포멜로,4-20-11,12259,92259
2260,,RESERVE(POMELO),RESERVE(POMELO),, POMELO ,포멜로,4-20-11,12260,92260
2261,,RESERVE(POMELO),RESERVE(POMELO),, POMELO ,포멜로,4-20-11,12261,92261
2262,,RESERVE(POMELO),RESERVE(POMELO),, POMELO ,포멜로,4-20-11,12262,92262
2263,,RESERVE(POMELO),RESERVE(POMELO),, POMELO ,포멜로,4-20-11,12263,92263
2264,,RESERVE(POMELO),RESERVE(POMELO),, POMELO ,포멜로,4-20-11,12264,92264
2265,,LEMON,레몬,, LEMON ,레몬,4-20-12,12265,92265
2266,,MEYER LEMON,메이어레몬,, LEMON ,레몬,4-20-12,12266,92266
2267,,RESERVE(LEMON),RESERVE(LEMON),, LEMON ,레몬,4-20-12,12267,92267
2268,,RESERVE(LEMON),RESERVE(LEMON),, LEMON ,레몬,4-20-12,12268,92268
2269,,RESERVE(LEMON),RESERVE(LEMON),, LEMON ,레몬,4-20-12,12269,92269
2270,,LIME,라임,, LIME ,라임,4-20-13,12270,92270
2271,,KEY LIME,키라임,, LIME ,라임,4-20-13,12271,92271
2272,,SWEET LIME,스윗라임,, LIME ,라임,4-20-13,12272,92272
2273,,RESERVE(LIME),RESERVE(LIME),, LIME ,라임,4-20-13,12273,92273
2274,,RESERVE(LIME),RESERVE(LIME),, LIME ,라임,4-20-13,12274,92274
2275,,ETC,ETC,, ETC ,기타,4-20-14,X,X
2276,,ETC,ETC,, ETC ,기타,4-20-14,X,X
2277,,ETC,ETC,, ETC ,기타,4-20-14,X,X
2278,,ETC,ETC,, ETC ,기타,4-20-14,X,X
2279,,ETC,ETC,, ETC ,기타,4-20-14,X,X
2280,,ETC,ETC,, ETC ,기타,4-20-14,X,X
2281,,ETC,ETC,, ETC ,기타,4-20-14,X,X
2282,,ETC,ETC,, ETC ,기타,4-20-14,X,X
2283,,ETC,ETC,, ETC ,기타,4-20-14,X,X
2284,,ETC,ETC,, ETC ,기타,4-20-14,X,X
2285,,ETC,ETC,, ETC ,기타,4-20-14,X,X
2286,,ETC,ETC,, ETC ,기타,4-20-14,X,X
2287,,ETC,ETC,, ETC ,기타,4-20-14,X,X
2288,,ETC,ETC,, ETC ,기타,4-20-14,X,X
2289,,ETC,ETC,, ETC ,기타,4-20-14,X,X
2290,,ETC,ETC,, ETC ,기타,4-20-15,X,X
2291,,ETC,ETC,, ETC ,기타,4-20-15,X,X
2292,,ETC,ETC,, ETC ,기타,4-20-15,X,X
2293,,ETC,ETC,, ETC ,기타,4-20-15,X,X
2294,,ETC,ETC,, ETC ,기타,4-20-15,X,X
2295,,ETC,ETC,, ETC ,기타,4-20-15,X,X
2296,,ETC,ETC,, ETC ,기타,4-20-15,X,X
2297,,ETC,ETC,, ETC ,기타,4-20-15,X,X
2298,,ETC,ETC,, ETC ,기타,4-20-15,X,X
2299,,ETC,ETC,, ETC ,기타,4-20-15,X,X
2300,,ETC,ETC,, ETC ,기타,4-20-15,X,X
2301,,ETC,ETC,, ETC ,기타,4-20-15,X,X
2302,,ETC,ETC,, ETC ,기타,4-20-15,X,X
2303,,ETC,ETC,, ETC ,기타,4-20-15,X,X
2304,,ETC,ETC,, ETC ,기타,4-20-15,X,X
2305,,PEACH,복숭아,, PEACH ,복숭아,4-20-16,12305,92305
2306,,WHITE PEACH,화이트복숭아,, PEACH ,복숭아,4-20-16,12306,92306
2307,,YELLOW PEACH,옐로우복숭아,, PEACH ,복숭아,4-20-16,12307,92307
2308,,WHITE DONUT PEACH,화이트도넛복숭아,, PEACH ,복숭아,4-20-16,12308,92308
2309,,YELLOW DONUT PEACH,옐로우도넛복숭아,, PEACH ,복숭아,4-20-16,12309,92309
2310,,ELBERTA PEACH,앨버타복숭아,, PEACH ,복숭아,4-20-16,12310,92310
2311,,RESERVE(PEACH),RESERVE(PEACH),, PEACH ,복숭아,4-20-16,12311,92311
2312,,RESERVE(PEACH),RESERVE(PEACH),, PEACH ,복숭아,4-20-16,12312,92312
2313,,RESERVE(PEACH),RESERVE(PEACH),, PEACH ,복숭아,4-20-16,12313,92313
2314,,RESERVE(PEACH),RESERVE(PEACH),, PEACH ,복숭아,4-20-16,12314,92314
2315,,NECTARINE,천도복숭아,, NECTARINE ,천도복숭아,4-20-17,12315,92315
2316,,WHITE NECTARINE,화이트천도복숭아,, NECTARINE ,천도복숭아,4-20-17,12316,92316
2317,,YELLOW NECTARINE,옐로우천도복숭아,, NECTARINE ,천도복숭아,4-20-17,12317,92317
2318,,WHITE DONUT NECTARINE,화이트도넛천도복숭아,, NECTARINE ,천도복숭아,4-20-17,12318,92318
2319,,YELLOW DONUT NECTARINE,옐로우도넛천도복숭아,, NECTARINE ,천도복숭아,4-20-17,12319,92319
2320,,RESERVE(NECTARINE),RESERVE(NECTARINE),, NECTARINE ,천도복숭아,4-20-17,12320,92320
2321,,RESERVE(NECTARINE),RESERVE(NECTARINE),, NECTARINE ,천도복숭아,4-20-17,12321,92321
2322,,RESERVE(NECTARINE),RESERVE(NECTARINE),, NECTARINE ,천도복숭아,4-20-17,12322,92322
2323,,RESERVE(NECTARINE),RESERVE(NECTARINE),, NECTARINE ,천도복숭아,4-20-17,12323,92323
2324,,RESERVE(NECTARINE),RESERVE(NECTARINE),, NECTARINE ,천도복숭아,4-20-17,12324,92324
2325,,ASIANPLUM,매실,, ASIAN PLUM ,매실,4-20-18,12325,92325
2326,,GREEN ASIANPLUM,그린매실,, ASIAN PLUM ,매실,4-20-18,12326,92326
2327,,RED ASIANPLUM,레드매실,, ASIAN PLUM ,매실,4-20-18,12327,92327
2328,,YELLOW ASIANPLUM,옐로우매실,, ASIAN PLUM ,매실,4-20-18,12328,92328
2329,,JAPANESE ASIANPLUM,일본매실,, ASIAN PLUM ,매실,4-20-18,12329,92329
2330,,RESERVE(ASIAN PLUM),RESERVE(ASIAN PLUM),, ASIAN PLUM ,매실,4-20-18,12330,92330
2331,,RESERVE(ASIAN PLUM),RESERVE(ASIAN PLUM),, ASIAN PLUM ,매실,4-20-18,12331,92331
2332,,RESERVE(ASIAN PLUM),RESERVE(ASIAN PLUM),, ASIAN PLUM ,매실,4-20-18,12332,92332
2333,,RESERVE(ASIAN PLUM),RESERVE(ASIAN PLUM),, ASIAN PLUM ,매실,4-20-18,12333,92333
2334,,RESERVE(ASIAN PLUM),RESERVE(ASIAN PLUM),, ASIAN PLUM ,매실,4-20-18,12334,92334
2335,,PLUM,자두,, PLUM ,자두,4-20-19,12335,92335
2336,,RED PLUM,레드자두,, PLUM ,자두,4-20-19,12336,92336
2337,,GREEN PLUM,그린자두,, PLUM ,자두,4-20-19,12337,92337
2338,,YELLOW PLUM,옐로운자두,, PLUM ,자두,4-20-19,12338,92338
2339,,BLACK PLUM,블랙자두,, PLUM ,자두,4-20-19,12339,92339
2340,,PURPLE PLUM,퍼플자두,, PLUM ,자두,4-20-19,12340,92340
2341,,CHERRY PLUM,체리자두,, PLUM ,자두,4-20-19,12341,92341
2342,,ITALIAN SUGAR PLUM,이탈리안슈가자두,, PLUM ,자두,4-20-19,12342,92342
2343,,DINOSAUR EGG PLUM,공룡알자두,, PLUM ,자두,4-20-19,12343,92343
2344,,MANGO TANGO PLUM,망고탱고자두,, PLUM ,자두,4-20-19,12344,92344
2345,,LEMON PLUM,레몬자두,, PLUM ,자두,4-20-19,12345,92345
2346,,AMBER JEWEL PLUM,앰버쥬얼자두,, PLUM ,자두,4-20-19,12346,92346
2347,,GOLDEN PLUM,골든자두,, PLUM ,자두,4-20-19,12347,92347
2348,,COTS(HONEY RED DINO) PLUM,허니레드다이노자두,, PLUM ,자두,4-20-19,12348,92348
2349,,PURPLE HONEY PLUM,퍼플허니자두,, PLUM ,자두,4-20-19,12349,92349
2350,,EMERALD PLUM,에메랄드자두,, PLUM ,자두,4-20-19,12350,92350
2351,,DRAGON PLUM,드래곤자두,, PLUM ,자두,4-20-19,12351,92351
2352,,RESERVE(PLUM),RESERVE(PLUM),, PLUM ,자두,4-20-19,12352,92352
2353,,RESERVE(PLUM),RESERVE(PLUM),, PLUM ,자두,4-20-19,12353,92353
2354,,RESERVE(PLUM),RESERVE(PLUM),, PLUM ,자두,4-20-19,12354,92354
2355,,RESERVE(PLUM),RESERVE(PLUM),, PLUM ,자두,4-20-19,12355,92355
2356,,RESERVE(PLUM),RESERVE(PLUM),, PLUM ,자두,4-20-19,12356,92356
2357,,RESERVE(PLUM),RESERVE(PLUM),, PLUM ,자두,4-20-19,12357,92357
2358,,RESERVE(PLUM),RESERVE(PLUM),, PLUM ,자두,4-20-19,12358,92358
2359,,RESERVE(PLUM),RESERVE(PLUM),, PLUM ,자두,4-20-19,12359,92359
2360,,APRICOT,살구,, APRICOT ,살구,4-20-20,12360,92360
2361,,RED APRICOT,레드살구,, APRICOT ,살구,4-20-20,12361,92361
2362,,GREEN APRICOT,그린살구,, APRICOT ,살구,4-20-20,12362,92362
2363,,YELLOW APRICOT,옐로운살구,, APRICOT ,살구,4-20-20,12363,92363
2364,,BLACK APRICOT,블랙살구,, APRICOT ,살구,4-20-20,12364,92364
2365,,VELVET APRICOT,벨벳살구,, APRICOT ,살구,4-20-20,12365,92365
2366,,PURPLE VELVET APRICOT,퍼플벨벳살구,, APRICOT ,살구,4-20-20,12366,92366
2367,,RESERVE(APRICOT),RESERVE(APRICOT),, APRICOT ,살구,4-20-20,12367,92367
2368,,RESERVE(APRICOT),RESERVE(APRICOT),, APRICOT ,살구,4-20-20,12368,92368
2369,,RESERVE(APRICOT),RESERVE(APRICOT),, APRICOT ,살구,4-20-20,12369,92369
2370,,RESERVE(APRICOT),RESERVE(APRICOT),, APRICOT ,살구,4-20-20,12370,92370
2371,,RESERVE(APRICOT),RESERVE(APRICOT),, APRICOT ,살구,4-20-20,12371,92371
2372,,RESERVE(APRICOT),RESERVE(APRICOT),, APRICOT ,살구,4-20-20,12372,92372
2373,,RESERVE(APRICOT),RESERVE(APRICOT),, APRICOT ,살구,4-20-20,12373,92373
2374,,RESERVE(APRICOT),RESERVE(APRICOT),, APRICOT ,살구,4-20-20,12374,92374
2375,,PLUOT,플럿,, PLUOT ,플럿,4-20-21,12375,92375
2376,,RED PLUOT,레드플럿,, PLUOT ,플럿,4-20-21,12376,92376
2377,,GREEN PLUOT,그린플럿,, PLUOT ,플럿,4-20-21,12377,92377
2378,,YELLOW PLUOT,옐로우플럿,, PLUOT ,플럿,4-20-21,12378,92378
2379,,BLACK PLUOT,블랙플럿,, PLUOT ,플럿,4-20-21,12379,92379
2380,,CRIMSON ROYALE PLUOT,그림슨로열플럿,, PLUOT ,플럿,4-20-21,12380,92380
2381,,RESERVE(PLUOT),RESERVE(PLUOT),, PLUOT ,플럿,4-20-21,12381,92381
2382,,RESERVE(PLUOT),RESERVE(PLUOT),, PLUOT ,플럿,4-20-21,12382,92382
2383,,RESERVE(PLUOT),RESERVE(PLUOT),, PLUOT ,플럿,4-20-21,12383,92383
2384,,RESERVE(PLUOT),RESERVE(PLUOT),, PLUOT ,플럿,4-20-21,12384,92384
2385,,RESERVE(PLUOT),RESERVE(PLUOT),, PLUOT ,플럿,4-20-21,12385,92385
2386,,RESERVE(PLUOT),RESERVE(PLUOT),, PLUOT ,플럿,4-20-21,12386,92386
2387,,RESERVE(PLUOT),RESERVE(PLUOT),, PLUOT ,플럿,4-20-21,12387,92387
2388,,RESERVE(PLUOT),RESERVE(PLUOT),, PLUOT ,플럿,4-20-21,12388,92388
2389,,RESERVE(PLUOT),RESERVE(PLUOT),, PLUOT ,플럿,4-20-21,12389,92389
2390,,ETC,ETC,, ETC ,기타,4-20-22,X,X
2391,,ETC,ETC,, ETC ,기타,4-20-22,X,X
2392,,ETC,ETC,, ETC ,기타,4-20-22,X,X
2393,,ETC,ETC,, ETC ,기타,4-20-22,X,X
2394,,ETC,ETC,, ETC ,기타,4-20-22,X,X
2395,,ETC,ETC,, ETC ,기타,4-20-22,X,X
2396,,ETC,ETC,, ETC ,기타,4-20-22,X,X
2397,,ETC,ETC,, ETC ,기타,4-20-22,X,X
2398,,ETC,ETC,, ETC ,기타,4-20-22,X,X
2399,,ETC,ETC,, ETC ,기타,4-20-22,X,X
2400,,ETC,ETC,, ETC ,기타,4-20-22,X,X
2401,,ETC,ETC,, ETC ,기타,4-20-22,X,X
2402,,ETC,ETC,, ETC ,기타,4-20-22,X,X
2403,,ETC,ETC,, ETC ,기타,4-20-22,X,X
2404,,ETC,ETC,, ETC ,기타,4-20-22,X,X
2405,,ETC,ETC,, ETC ,기타,4-20-23,X,X
2406,,ETC,ETC,, ETC ,기타,4-20-23,X,X
2407,,ETC,ETC,, ETC ,기타,4-20-23,X,X
2408,,ETC,ETC,, ETC ,기타,4-20-23,X,X
2409,,ETC,ETC,, ETC ,기타,4-20-23,X,X
2410,,ETC,ETC,, ETC ,기타,4-20-23,X,X
2411,,ETC,ETC,, ETC ,기타,4-20-23,X,X
2412,,ETC,ETC,, ETC ,기타,4-20-23,X,X
2413,,ETC,ETC,, ETC ,기타,4-20-23,X,X
2414,,ETC,ETC,, ETC ,기타,4-20-23,X,X
2415,,ETC,ETC,, ETC ,기타,4-20-23,X,X
2416,,ETC,ETC,, ETC ,기타,4-20-23,X,X
2417,,ETC,ETC,, ETC ,기타,4-20-23,X,X
2418,,ETC,ETC,, ETC ,기타,4-20-23,X,X
2419,,ETC,ETC,, ETC ,기타,4-20-23,X,X
2420,,WATERMELON,수박,, WATERMELON ,수박,4-20-24,12420,92420
2421,,RED WATERMELON,레드수박,, WATERMELON ,수박,4-20-24,12421,92421
2422,,RED SEEDLESS WATERMELON,레드씨없는수박,, WATERMELON ,수박,4-20-24,12422,92422
2423,,RED MINI WATERMELON,레드미니수박,, WATERMELON ,수박,4-20-24,12423,92423
2424,,RED MINI SEEDLESS WATERMELON,레드씨없는미니수박,, WATERMELON ,수박,4-20-24,12424,92424
2425,,YELLOW WATERMELON,옐로우수박,, WATERMELON ,수박,4-20-24,12425,92425
2426,,YELLOW SEEDLESS WATERMELON,옐로우씨없는수박,, WATERMELON ,수박,4-20-24,12426,92426
2427,,YELLOW MINI WATERMELON,옐로우미니수박,, WATERMELON ,수박,4-20-24,12427,92427
2428,,YELLOW MINI SEEDLESS WATERMELON,옐로우씨없는미니수박,, WATERMELON ,수박,4-20-24,12428,92428
2429,,MIDNIGHT MINI WATERMELON,미드나잇미니수박,, WATERMELON ,수박,4-20-24,12429,92429
2430,,MIDNIGHT SEEDLESS WATERMLEON,미드나잇씨없는수박,, WATERMELON ,수박,4-20-24,12430,92430
2431,,RED SEEDLESS WATERMELON(M),레드씨없는수박(중),, WATERMELON ,수박,4-20-24,12431,92431
2432,,RED SEEDLESS WATERMELON(L),레드씨없는수박(대),, WATERMELON ,수박,4-20-24,12432,92432
2433,,RESERVE(WATERMELON),RESERVE(WATERMELON),, WATERMELON ,수박,4-20-24,12433,92433
2434,,RESERVE(WATERMELON),RESERVE(WATERMELON),, WATERMELON ,수박,4-20-24,12434,92434
2435,,RESERVE(WATERMELON),RESERVE(WATERMELON),, WATERMELON ,수박,4-20-24,12435,92435
2436,,RESERVE(WATERMELON),RESERVE(WATERMELON),, WATERMELON ,수박,4-20-24,12436,92436
2437,,RESERVE(WATERMELON),RESERVE(WATERMELON),, WATERMELON ,수박,4-20-24,12437,92437
2438,,RESERVE(WATERMELON),RESERVE(WATERMELON),, WATERMELON ,수박,4-20-24,12438,92438
2439,,RESERVE(WATERMELON),RESERVE(WATERMELON),, WATERMELON ,수박,4-20-24,12439,92439
2440,,KOREAN MELON,참외,, ASIAN MELON ,아시안멜론,4-20-25,12440,92440
2441,,GAYA MELON,가야참외,, ASIAN MELON ,아시안멜론,4-20-25,12441,92441
2442,,ORIENTAL MELON,오리엔탈참외,, ASIAN MELON ,아시안멜론,4-20-25,12442,92442
2443,,RESERVE(ASIAN MELON),RESERVE(ASIAN MELON),, ASIAN MELON ,아시안멜론,4-20-25,12443,92443
